Treatment_Code,Treatment_Code_Number,Treatment_Description,Species_1,Species_2,Axenic_State,Plate_Well,Monoculture_v_Biculture,Plate,Well,Well.ID,Time_Treatment,Mean.RFU..Chl.a70.460.685.,Std.Dev.RFU..Chl.a70.460.685.,CV.RFU..Chl.a70.460.685.,Mean.RFU..Chl.a100.460.685.,Std.Dev.RFU..Chl.a100.460.685.,CV.RFU..Chl.a100.460.685.,Reading.Date.Time,Time
17C,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_E7,Biculture,Lower,E7,SPL39,370.5666667_axenic_Sa,4592,291.626,6.351,4622,286.175,6.192,5/16/2018 10:45,370.5666667
19A,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_D3,Biculture,Lower,D3,SPL27,370.5666667_axenic_Sa,3732,237.588,6.367,3678,294.7,8.012,5/16/2018 10:45,370.5666667
19B,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_C8,Biculture,Lower,C8,SPL24,370.5666667_axenic_Sa,3367,175.383,5.208,3536,193.214,5.465,5/16/2018 10:45,370.5666667
19C,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Upper_C5,Biculture,Upper,C5,SPL21,370.5666667_axenic_Sa,3477,405.925,11.675,3593,647.685,18.028,5/16/2018 10:34,370.5666667
2A,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_B7,Monoculture,Upper,B7,SPL15,370.5666667_axenic_Sa,3718,313.12,8.421,3651,142.303,3.898,5/16/2018 10:34,370.5666667
2B,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_E7,Monoculture,Upper,E7,SPL39,370.5666667_axenic_Sa,4034,279.628,6.933,4067,235.976,5.803,5/16/2018 10:34,370.5666667
2C,2,Sa axenic Monoculture ,Sa,NA,axenic,Lower_F7,Monoculture,Lower,F7,SPL47,370.5666667_axenic_Sa,3747,441.695,11.787,3768,427.249,11.34,5/16/2018 10:45,370.5666667
16A,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E6,Biculture,Lower,E6,SPL38,370.5666667_xenic_Sa,5018,117.015,2.332,5019,111.226,2.216,5/16/2018 10:45,370.5666667
16B,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Upper_A4,Biculture,Upper,A4,SPL4,370.5666667_xenic_Sa,5852,945.74,16.16,5585,657.96,11.78,5/16/2018 10:34,370.5666667
16C,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E4,Biculture,Lower,E4,SPL36,370.5666667_xenic_Sa,3390,211.389,6.236,3417,158.626,4.643,5/16/2018 10:45,370.5666667
18A,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_B7,Biculture,Lower,B7,SPL15,370.5666667_xenic_Sa,3255,1002.738,30.805,3242,922.824,28.461,5/16/2018 10:45,370.5666667
18B,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Upper_C8,Biculture,Upper,C8,SPL24,370.5666667_xenic_Sa,7008,454.666,6.488,7021,387.501,5.519,5/16/2018 10:34,370.5666667
18C,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_D8,Biculture,Lower,D8,SPL32,370.5666667_xenic_Sa,5042,193.02,3.829,4998,140.829,2.818,5/16/2018 10:45,370.5666667
20A,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Upper_F6,Biculture,Upper,F6,SPL46,370.5666667_xenic_Sa,4189,515.471,12.306,4183,610.602,14.596,5/16/2018 10:34,370.5666667
20B,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_C7,Biculture,Lower,C7,SPL23,370.5666667_xenic_Sa,3802,304.676,8.014,3824,290.684,7.602,5/16/2018 10:45,370.5666667
20C,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_D4,Biculture,Lower,D4,SPL28,370.5666667_xenic_Sa,5513,313.496,5.687,5566,247.037,4.439,5/16/2018 10:45,370.5666667
6A,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_D7,Monoculture,Lower,D7,SPL31,370.5666667_xenic_Sa,3371,203.033,6.023,3361,197.995,5.891,5/16/2018 10:45,370.5666667
6B,6,Sa xenic Monoculture ,Sa,NA,xenic,Upper_E5,Monoculture,Upper,E5,SPL37,370.5666667_xenic_Sa,3867,390.765,10.105,3958,473.928,11.973,5/16/2018 10:34,370.5666667
6C,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_C3,Monoculture,Lower,C3,SPL19,370.5666667_xenic_Sa,3770,149.784,3.974,3795,126.351,3.33,5/16/2018 10:45,370.5666667
27A,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_F4,Biculture,Upper,F4,SPL44,370.5666667_axenic_Sc,3058,418.538,13.688,3222,475.171,14.746,5/16/2018 10:34,370.5666667
27B,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Lower_A8,Biculture,Lower,A8,SPL8,370.5666667_axenic_Sc,4232,704.468,16.644,4173,692.152,16.587,5/16/2018 10:45,370.5666667
27C,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_C1,Biculture,Upper,C1,SPL17,370.5666667_axenic_Sc,3154,974.621,30.905,3115,1014.342,32.564,5/16/2018 10:34,370.5666667
29A,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Lower_D2,Biculture,Lower,D2,SPL26,370.5666667_axenic_Sc,2676,411.646,15.383,2819,480.425,17.042,5/16/2018 10:45,370.5666667
29B,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_B4,Biculture,Upper,B4,SPL12,370.5666667_axenic_Sc,3455,362.316,10.487,3452,274.821,7.961,5/16/2018 10:34,370.5666667
29C,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_F3,Biculture,Upper,F3,SPL43,370.5666667_axenic_Sc,3015,668.074,22.157,3197,824.319,25.788,5/16/2018 10:34,370.5666667
31A,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Upper_D4,Biculture,Upper,D4,SPL28,370.5666667_axenic_Sc,2855,127.689,4.473,3029,289.833,9.57,5/16/2018 10:34,370.5666667
31B,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_A7,Biculture,Lower,A7,SPL7,370.5666667_axenic_Sc,3484,381.501,10.949,3378,309.107,9.151,5/16/2018 10:45,370.5666667
31C,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_B1,Biculture,Lower,B1,SPL9,370.5666667_axenic_Sc,3640,1186.522,32.594,3896,1273.301,32.684,5/16/2018 10:45,370.5666667
4A,4,Sc axenic Monoculture ,Sc,NA,axenic,Lower_A3,Monoculture,Lower,A3,SPL3,370.5666667_axenic_Sc,3134,659.065,21.032,2917,563.111,19.302,5/16/2018 10:45,370.5666667
4B,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_C2,Monoculture,Upper,C2,SPL18,370.5666667_axenic_Sc,3199,455.239,14.23,3245,549.39,16.932,5/16/2018 10:34,370.5666667
4C,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_E8,Monoculture,Upper,E8,SPL40,370.5666667_axenic_Sc,3386,524.068,15.475,3598,658.507,18.301,5/16/2018 10:34,370.5666667
28A,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Lower_B5,Biculture,Lower,B5,SPL13,370.5666667_xenic_Sc,2566,245.781,9.578,2513,99.441,3.957,5/16/2018 10:45,370.5666667
28B,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_F2,Biculture,Upper,F2,SPL42,370.5666667_xenic_Sc,2970,939.578,31.637,3137,1035.501,33.008,5/16/2018 10:34,370.5666667
28C,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Upper_A2,Biculture,Upper,A2,SPL2,370.5666667_xenic_Sc,4844,1476.824,30.49,4332,1237.497,28.566,5/16/2018 10:34,370.5666667
30A,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Upper_B2,Biculture,Upper,B2,SPL10,370.5666667_xenic_Sc,2986,633.488,21.214,2875,614.373,21.369,5/16/2018 10:34,370.5666667
30B,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Upper_F8,Biculture,Upper,F8,SPL48,370.5666667_xenic_Sc,1766,384.23,21.76,1845,465.609,25.242,5/16/2018 10:34,370.5666667
30C,30,Sc xenic invaded with Sa xenic,Sc,Sa,xenic,Lower_E3,Biculture,Lower,E3,SPL35,370.5666667_xenic_Sc,2842,389.764,13.714,2906,415.061,14.285,5/16/2018 10:45,370.5666667
32A,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Lower_C1,Biculture,Lower,C1,SPL17,370.5666667_xenic_Sc,1995,642.294,32.19,1978,644.993,32.61,5/16/2018 10:45,370.5666667
32B,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Lower_F1,Biculture,Lower,F1,SPL41,370.5666667_xenic_Sc,1890,871.825,46.131,1957,1150.588,58.807,5/16/2018 10:45,370.5666667
32C,32,Sc xenic invaded with Mm xenic,Sc,Mm,xenic,Upper_D1,Biculture,Upper,D1,SPL25,370.5666667_xenic_Sc,3003,1010.992,33.667,3098,1156.393,37.326,5/16/2018 10:34,370.5666667
8A,8,Sc xenic Monoculture ,Sc,NA,xenic,Lower_E5,Monoculture,Lower,E5,SPL37,370.5666667_xenic_Sc,2585,153.13,5.924,2594,299.436,11.544,5/16/2018 10:45,370.5666667
8B,8,Sc xenic Monoculture ,Sc,NA,xenic,Lower_E1,Monoculture,Lower,E1,SPL33,370.5666667_xenic_Sc,1346,476.141,35.383,1491,714.72,47.921,5/16/2018 10:45,370.5666667
8C,8,Sc xenic Monoculture ,Sc,NA,xenic,Upper_A3,Monoculture,Upper,A3,SPL3,370.5666667_xenic_Sc,2591,576.097,22.231,2204,520.331,23.605,5/16/2018 10:34,370.5666667
11A,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Lower_B3,Biculture,Lower,B3,SPL11,418.3666667_axenic_Cm,2503,149.014,5.953,2598,120.381,4.634,5/18/2018 10:45,418.3666667
11B,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Lower_A6,Biculture,Lower,A6,SPL6,418.3666667_axenic_Cm,2567,645.313,25.136,2571,375.373,14.598,5/18/2018 10:45,418.3666667
11C,11,Cm axenic invaded with Mm axenic,Cm,Mm,axenic,Upper_C7,Biculture,Upper,C7,SPL23,418.3666667_axenic_Cm,2211,103.058,4.662,2245,94.579,4.212,5/18/2018 10:22,418.3666667
13A,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Lower_B2,Biculture,Lower,B2,SPL10,418.3666667_axenic_Cm,3075,375.245,12.204,3109,343.415,11.047,5/18/2018 10:45,418.3666667
13B,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Upper_D8,Biculture,Upper,D8,SPL32,418.3666667_axenic_Cm,1880,77.972,4.148,1909,74.76,3.916,5/18/2018 10:22,418.3666667
13C,13,Cm axenic invaded with Sc axenic,Cm,Sc,axenic,Lower_B4,Biculture,Lower,B4,SPL12,418.3666667_axenic_Cm,2736,93.079,3.402,2916,88.729,3.043,5/18/2018 10:45,418.3666667
1A,1,Cm axenic Monoculture ,Cm,NA,axenic,Upper_A1,Monoculture,Upper,A1,SPL1,418.3666667_axenic_Cm,2350,710.707,30.243,2387,753.73,31.582,5/18/2018 10:22,418.3666667
1C,1,Cm axenic Monoculture ,Cm,NA,axenic,Upper_B6,Monoculture,Upper,B6,SPL14,418.3666667_axenic_Cm,1920,85.747,4.465,1968,88.331,4.488,5/18/2018 10:22,418.3666667
9A,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Lower_D6,Biculture,Lower,D6,SPL30,418.3666667_axenic_Cm,2210,133.859,6.056,2279,133.017,5.836,5/18/2018 10:45,418.3666667
9B,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Upper_B1,Biculture,Upper,B1,SPL9,418.3666667_axenic_Cm,1522,358.41,23.545,1562,378.543,24.238,5/18/2018 10:22,418.3666667
9C,9,Cm axenic invaded with Sa axenic,Cm,Sa,axenic,Lower_C5,Biculture,Lower,C5,SPL21,418.3666667_axenic_Cm,2041,136.813,6.704,2166,85.079,3.927,5/18/2018 10:45,418.3666667
10A,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Lower_F8,Biculture,Lower,F8,SPL48,418.3666667_xenic_Cm,929,194.088,20.902,947,204.559,21.603,5/18/2018 10:45,418.3666667
10B,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_A6,Biculture,Upper,A6,SPL6,418.3666667_xenic_Cm,2131,338.395,15.876,2199,310.877,14.14,5/18/2018 10:22,418.3666667
10C,10,Cm xenic invaded with Sa xenic,Cm,Sa,xenic,Upper_F7,Biculture,Upper,F7,SPL47,418.3666667_xenic_Cm,1219,108.318,8.887,1216,100.614,8.273,5/18/2018 10:22,418.3666667
12A,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_D3,Biculture,Upper,D3,SPL27,418.3666667_xenic_Cm,1544,55.066,3.565,1546,52.704,3.409,5/18/2018 10:22,418.3666667
12B,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Lower_F4,Biculture,Lower,F4,SPL44,418.3666667_xenic_Cm,1248,181.17,14.521,1271,185.996,14.636,5/18/2018 10:45,418.3666667
12C,12,Cm xenic invaded with Mm xenic,Cm,Mm,xenic,Upper_B3,Biculture,Upper,B3,SPL11,418.3666667_xenic_Cm,1742,157.072,9.018,1808,100.763,5.573,5/18/2018 10:22,418.3666667
14A,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_A8,Biculture,Upper,A8,SPL8,418.3666667_xenic_Cm,4122,604.745,14.673,4117,517.712,12.575,5/18/2018 10:22,418.3666667
14B,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Upper_C3,Biculture,Upper,C3,SPL19,418.3666667_xenic_Cm,1748,79.022,4.52,1843,89.179,4.838,5/18/2018 10:22,418.3666667
14C,14,Cm xenic invaded with Sc xenic,Cm,Sc,xenic,Lower_C2,Biculture,Lower,C2,SPL18,418.3666667_xenic_Cm,1353,203.977,15.08,1407,146.916,10.443,5/18/2018 10:45,418.3666667
5A,5,Cm xenic Monoculture ,Cm,NA,xenic,Upper_D7,Monoculture,Upper,D7,SPL31,418.3666667_xenic_Cm,1313,168.771,12.854,1374,171.431,12.477,5/18/2018 10:22,418.3666667
5B,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_D5,Monoculture,Lower,D5,SPL29,418.3666667_xenic_Cm,1545,97.098,6.284,1606,72.707,4.526,5/18/2018 10:45,418.3666667
5C,5,Cm xenic Monoculture ,Cm,NA,xenic,Lower_A5,Monoculture,Lower,A5,SPL5,418.3666667_xenic_Cm,1860,330.547,17.77,1867,196.309,10.512,5/18/2018 10:45,418.3666667
21A,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_D6,Biculture,Upper,D6,SPL30,418.3666667_axenic_Mm,2767,82.185,2.97,2548,149.912,5.883,5/18/2018 10:22,418.3666667
21B,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Lower_A1,Biculture,Lower,A1,SPL1,418.3666667_axenic_Mm,4275,1475.204,34.51,2872,972.959,33.881,5/18/2018 10:45,418.3666667
21C,21,Mm axenic invaded with Cm axenic,Mm,Cm,axenic,Upper_E3,Biculture,Upper,E3,SPL35,418.3666667_axenic_Mm,3329,480.565,14.434,3171,484.117,15.267,5/18/2018 10:22,418.3666667
23B,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Upper_B8,Biculture,Upper,B8,SPL16,418.3666667_axenic_Mm,4429,516.789,11.667,3460,406.58,11.75,5/18/2018 10:22,418.3666667
23C,23,Mm axenic invaded with Sa axenic,Mm,Sa,axenic,Lower_A4,Biculture,Lower,A4,SPL4,418.3666667_axenic_Mm,4811,632.66,13.15,3327,357.318,10.741,5/18/2018 10:45,418.3666667
25B,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Upper_E4,Biculture,Upper,E4,SPL36,418.3666667_axenic_Mm,3871,227.883,5.888,3666,276.314,7.538,5/18/2018 10:22,418.3666667
25C,25,Mm axenic invaded with Sc axenic,Mm,Sc,axenic,Lower_D1,Biculture,Lower,D1,SPL25,418.3666667_axenic_Mm,3232,954.155,29.523,3123,966.856,30.956,5/18/2018 10:45,418.3666667
3A,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_F2,Monoculture,Lower,F2,SPL42,418.3666667_axenic_Mm,2960,956.328,32.305,2928,951.74,32.505,5/18/2018 10:45,418.3666667
3B,3,Mm axenic Monoculture ,Mm,NA,axenic,Lower_E8,Monoculture,Lower,E8,SPL40,418.3666667_axenic_Mm,2509,361.106,14.392,2439,332.345,13.624,5/18/2018 10:45,418.3666667
3C,3,Mm axenic Monoculture ,Mm,NA,axenic,Upper_E6,Monoculture,Upper,E6,SPL38,418.3666667_axenic_Mm,2289,113.511,4.959,2210,170.758,7.727,5/18/2018 10:22,418.3666667
22A,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Lower_F5,Biculture,Lower,F5,SPL45,418.3666667_xenic_Mm,1690,117.024,6.925,1706,230.297,13.5,5/18/2018 10:45,418.3666667
22B,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_E1,Biculture,Upper,E1,SPL33,418.3666667_xenic_Mm,2030,744.603,36.688,1955,748.958,38.312,5/18/2018 10:22,418.3666667
22C,22,Mm xenic invaded with Cm xenic,Mm,Cm,xenic,Upper_B5,Biculture,Upper,B5,SPL13,418.3666667_xenic_Mm,2431,102.267,4.207,2004,105.037,5.242,5/18/2018 10:22,418.3666667
24A,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Upper_C4,Biculture,Upper,C4,SPL20,418.3666667_xenic_Mm,1735,79.118,4.56,1507,108.124,7.176,5/18/2018 10:22,418.3666667
24B,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_E2,Biculture,Lower,E2,SPL34,418.3666667_xenic_Mm,1509,383.015,25.375,1492,401.211,26.893,5/18/2018 10:45,418.3666667
24C,24,Mm xenic invaded with Sa xenic,Mm,Sa,xenic,Lower_B6,Biculture,Lower,B6,SPL14,418.3666667_xenic_Mm,2635,137.066,5.201,2084,46.336,2.224,5/18/2018 10:45,418.3666667
26A,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Lower_B8,Biculture,Lower,B8,SPL16,418.3666667_xenic_Mm,2282,236.804,10.375,1739,175.37,10.086,5/18/2018 10:45,418.3666667
26B,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Upper_D2,Biculture,Upper,D2,SPL26,418.3666667_xenic_Mm,2156,341.571,15.844,1975,326.106,16.508,5/18/2018 10:22,418.3666667
26C,26,Mm xenic invaded with Sc xenic,Mm,Sc,xenic,Upper_F1,Biculture,Upper,F1,SPL41,418.3666667_xenic_Mm,1537,562.706,36.603,1490,564.375,37.872,5/18/2018 10:22,418.3666667
7A,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_A7,Monoculture,Upper,A7,SPL7,418.3666667_xenic_Mm,2817,277.997,9.869,2212,266.948,12.071,5/18/2018 10:22,418.3666667
7B,7,Mm xenic Monoculture ,Mm,NA,xenic,Lower_A2,Monoculture,Lower,A2,SPL2,418.3666667_xenic_Mm,3437,900.013,26.183,2354,603.081,25.624,5/18/2018 10:45,418.3666667
7C,7,Mm xenic Monoculture ,Mm,NA,xenic,Upper_F5,Monoculture,Upper,F5,SPL45,418.3666667_xenic_Mm,1829,121.311,6.632,1782,177.076,9.939,5/18/2018 10:22,418.3666667
15A,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_C4,Biculture,Lower,C4,SPL20,418.3666667_axenic_Sa,4145,329.619,7.953,4061,130.411,3.211,5/18/2018 10:45,418.3666667
15B,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Lower_F6,Biculture,Lower,F6,SPL46,418.3666667_axenic_Sa,4738,266.46,5.623,4621,310.891,6.728,5/18/2018 10:45,418.3666667
15C,15,Sa axenic invaded with Cm axenic,Sa,Cm,axenic,Upper_D5,Biculture,Upper,D5,SPL29,418.3666667_axenic_Sa,4322,312.343,7.227,4200,366.444,8.725,5/18/2018 10:22,418.3666667
17A,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Upper_E2,Biculture,Upper,E2,SPL34,418.3666667_axenic_Sa,3697,897.223,24.272,3611,938.602,25.991,5/18/2018 10:22,418.3666667
17B,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_C6,Biculture,Lower,C6,SPL22,418.3666667_axenic_Sa,4308,144.469,3.354,4452,144.094,3.236,5/18/2018 10:45,418.3666667
17C,17,Sa axenic invaded with Mm axenic,Sa,Mm,axenic,Lower_E7,Biculture,Lower,E7,SPL39,418.3666667_axenic_Sa,5600,394.414,7.044,5584,404.667,7.247,5/18/2018 10:45,418.3666667
19A,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_D3,Biculture,Lower,D3,SPL27,418.3666667_axenic_Sa,5022,274.181,5.46,4932,223.422,4.53,5/18/2018 10:45,418.3666667
19B,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Lower_C8,Biculture,Lower,C8,SPL24,418.3666667_axenic_Sa,3966,191.329,4.824,4056,293.154,7.227,5/18/2018 10:45,418.3666667
19C,19,Sa axenic invaded with Sc axenic,Sa,Sc,axenic,Upper_C5,Biculture,Upper,C5,SPL21,418.3666667_axenic_Sa,2763,217.175,7.86,2836,328.548,11.587,5/18/2018 10:22,418.3666667
2A,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_B7,Monoculture,Upper,B7,SPL15,418.3666667_axenic_Sa,4513,260.802,5.779,4531,214.259,4.729,5/18/2018 10:22,418.3666667
2B,2,Sa axenic Monoculture ,Sa,NA,axenic,Upper_E7,Monoculture,Upper,E7,SPL39,418.3666667_axenic_Sa,4142,490.275,11.835,4021,435.753,10.836,5/18/2018 10:22,418.3666667
2C,2,Sa axenic Monoculture ,Sa,NA,axenic,Lower_F7,Monoculture,Lower,F7,SPL47,418.3666667_axenic_Sa,3614,600.996,16.63,3610,676.311,18.732,5/18/2018 10:45,418.3666667
16A,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E6,Biculture,Lower,E6,SPL38,418.3666667_xenic_Sa,6647,179.115,2.695,6545,178.977,2.734,5/18/2018 10:45,418.3666667
16B,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Upper_A4,Biculture,Upper,A4,SPL4,418.3666667_xenic_Sa,2459,231.129,9.398,2271,209.025,9.205,5/18/2018 10:22,418.3666667
16C,16,Sa xenic invaded with Cm xenic,Sa,Cm,xenic,Lower_E4,Biculture,Lower,E4,SPL36,418.3666667_xenic_Sa,5377,252.489,4.696,5177,203.167,3.924,5/18/2018 10:45,418.3666667
18A,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_B7,Biculture,Lower,B7,SPL15,418.3666667_xenic_Sa,3044,282.096,9.266,3002,161.132,5.368,5/18/2018 10:45,418.3666667
18B,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Upper_C8,Biculture,Upper,C8,SPL24,418.3666667_xenic_Sa,4826,285.615,5.918,4741,328.134,6.921,5/18/2018 10:22,418.3666667
18C,18,Sa xenic invaded with Mm xenic,Sa,Mm,xenic,Lower_D8,Biculture,Lower,D8,SPL32,418.3666667_xenic_Sa,5283,328.946,6.226,5104,343.539,6.73,5/18/2018 10:45,418.3666667
20A,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Upper_F6,Biculture,Upper,F6,SPL46,418.3666667_xenic_Sa,5395,451.04,8.361,5274,590.475,11.197,5/18/2018 10:22,418.3666667
20B,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_C7,Biculture,Lower,C7,SPL23,418.3666667_xenic_Sa,4717,251.963,5.342,4631,220.281,4.757,5/18/2018 10:45,418.3666667
20C,20,Sa xenic invaded with Sc xenic,Sa,Sc,xenic,Lower_D4,Biculture,Lower,D4,SPL28,418.3666667_xenic_Sa,5791,208.116,3.594,5662,196.255,3.466,5/18/2018 10:45,418.3666667
6A,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_D7,Monoculture,Lower,D7,SPL31,418.3666667_xenic_Sa,4002,206.485,5.159,3882,294.951,7.597,5/18/2018 10:45,418.3666667
6B,6,Sa xenic Monoculture ,Sa,NA,xenic,Upper_E5,Monoculture,Upper,E5,SPL37,418.3666667_xenic_Sa,4467,178.716,4.001,4394,229.689,5.227,5/18/2018 10:22,418.3666667
6C,6,Sa xenic Monoculture ,Sa,NA,xenic,Lower_C3,Monoculture,Lower,C3,SPL19,418.3666667_xenic_Sa,3817,264.693,6.934,3767,240.155,6.375,5/18/2018 10:45,418.3666667
27A,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_F4,Biculture,Upper,F4,SPL44,418.3666667_axenic_Sc,4138,577.789,13.963,4202,586.618,13.961,5/18/2018 10:22,418.3666667
27B,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Lower_A8,Biculture,Lower,A8,SPL8,418.3666667_axenic_Sc,4768,917.248,19.236,4681,880.599,18.813,5/18/2018 10:45,418.3666667
27C,27,Sc axenic invaded with Cm axenic,Sc,Cm,axenic,Upper_C1,Biculture,Upper,C1,SPL17,418.3666667_axenic_Sc,4083,1338.302,32.778,4150,1376.851,33.179,5/18/2018 10:22,418.3666667
29A,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Lower_D2,Biculture,Lower,D2,SPL26,418.3666667_axenic_Sc,3813,616.77,16.177,3897,645.331,16.559,5/18/2018 10:45,418.3666667
29B,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_B4,Biculture,Upper,B4,SPL12,418.3666667_axenic_Sc,3704,227.396,6.138,3726,209.907,5.633,5/18/2018 10:22,418.3666667
29C,29,Sc axenic invaded with Sa axenic,Sc,Sa,axenic,Upper_F3,Biculture,Upper,F3,SPL43,418.3666667_axenic_Sc,3987,940.907,23.6,4070,955.302,23.474,5/18/2018 10:22,418.3666667
31A,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Upper_D4,Biculture,Upper,D4,SPL28,418.3666667_axenic_Sc,3333,145.527,4.366,3389,69.955,2.064,5/18/2018 10:22,418.3666667
31B,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_A7,Biculture,Lower,A7,SPL7,418.3666667_axenic_Sc,3290,336.323,10.224,3127,298.876,9.558,5/18/2018 10:45,418.3666667
31C,31,Sc axenic invaded with Mm axenic,Sc,Mm,axenic,Lower_B1,Biculture,Lower,B1,SPL9,418.3666667_axenic_Sc,4106,1311.444,31.942,4250,1412.034,33.226,5/18/2018 10:45,418.3666667
4A,4,Sc axenic Monoculture ,Sc,NA,axenic,Lower_A3,Monoculture,Lower,A3,SPL3,418.3666667_axenic_Sc,3678,739.948,20.119,3294,654.582,19.871,5/18/2018 10:45,418.3666667
4B,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_C2,Monoculture,Upper,C2,SPL18,418.3666667_axenic_Sc,3955,593.364,15.002,4128,672.019,16.28,5/18/2018 10:22,418.3666667
4C,4,Sc axenic Monoculture ,Sc,NA,axenic,Upper_E8,Monoculture,Upper,E8,SPL40,418.3666667_axenic_Sc,4384,742.23,16.93,4468,728.248,16.3,5/18/2018 10:22,418.3666667
28A,28,Sc xenic invaded with Cm xenic,Sc,Cm,xenic,Lower_B5,Biculture,Lower,B5,SPL13,418.3666667_xenic_Sc,2738,158.116,5.775,2729,101.997,3.738,5/18/2018 10:45,418.3666667
