"","Mean","SE","Day_Treatment","Day","Plate.ID","Reading.Date.Time","Mean.RFU..Chl.a70.460.685.","Std.Dev.RFU..Chl.a70.460.685.","CV.RFU..Chl.a70.460.685.","Mean.RFU..Chl.a100.460.685.","Std.Dev.RFU..Chl.a100.460.685.","CV.RFU..Chl.a100.460.685.","Treatment"
"154",521.333333333333,18.773503787105,"13_14",13,"Day13-Plate4 Algae-Bacteria Growth Experiment","3/29/2018 13:31",486,237.129,48.837,484,235.929,48.768,"14"
"155",578,14.7986485869487,"13_19",13,"Day13-Plate1 Algae-Bacteria Growth Experiment","3/29/2018 13:03",605,222.459,36.797,539,182.796,33.893,"19"
"156",578,14.7986485869487,"13_19",13,"Day13-Plate2 Algae-Bacteria Growth Experiment","3/29/2018 13:13",575,304.602,52.933,551,295.454,53.578,"19"
"157",578,14.7986485869487,"13_19",13,"Day13-Plate5 Algae-Bacteria Growth Experiment","3/29/2018 13:40",554,210.04,37.883,531,200.363,37.702,"19"
"158",522.8,20.3553432788543,"13_2",13,"Day13-Plate1 Algae-Bacteria Growth Experiment","3/29/2018 13:03",537,200.829,37.391,453,149.506,33.012,"2"
"159",522.8,20.3553432788543,"13_2",13,"Day13-Plate2 Algae-Bacteria Growth Experiment","3/29/2018 13:13",446,206.502,46.266,409,180.646,44.204,"2"
"160",522.8,20.3553432788543,"13_2",13,"Day13-Plate3 Algae-Bacteria Growth Experiment","3/29/2018 13:22",560,312.131,55.771,556,311.056,55.99,"2"
"161",522.8,20.3553432788543,"13_2",13,"Day13-Plate4 Algae-Bacteria Growth Experiment","3/29/2018 13:31",520,213.014,40.973,517,217.759,42.12,"2"
"162",522.8,20.3553432788543,"13_2",13,"Day13-Plate5 Algae-Bacteria Growth Experiment","3/29/2018 13:40",551,189.663,34.394,530,190.04,35.849,"2"
"163",651.666666666667,32.3384875616931,"13_20",13,"Day13-Plate1 Algae-Bacteria Growth Experiment","3/29/2018 13:03",707,258.676,36.582,600,243.874,40.631,"20"
"164",651.666666666667,32.3384875616931,"13_20",13,"Day13-Plate3 Algae-Bacteria Growth Experiment","3/29/2018 13:22",653,234.095,35.831,629,230.685,36.662,"20"
"165",651.666666666667,32.3384875616931,"13_20",13,"Day13-Plate5 Algae-Bacteria Growth Experiment","3/29/2018 13:40",595,250.306,42.053,576,229.227,39.804,"20"
"166",634,18.5831464863551,"13_23",13,"Day13-Plate2 Algae-Bacteria Growth Experiment","3/29/2018 13:13",624,221.106,35.408,555,202.549,36.481,"23"
"167",634,18.5831464863551,"13_23",13,"Day13-Plate3 Algae-Bacteria Growth Experiment","3/29/2018 13:22",670,254.076,37.941,655,257.425,39.322,"23"
"168",634,18.5831464863551,"13_23",13,"Day13-Plate5 Algae-Bacteria Growth Experiment","3/29/2018 13:40",608,225.123,37.04,592,222.251,37.528,"23"
"169",611,23.8607068908977,"13_24",13,"Day13-Plate1 Algae-Bacteria Growth Experiment","3/29/2018 13:03",649,311.224,47.979,593,294.457,49.637,"24"
"170",611,23.8607068908977,"13_24",13,"Day13-Plate2 Algae-Bacteria Growth Experiment","3/29/2018 13:13",617,249.786,40.455,590,251.743,42.66,"24"
"171",611,23.8607068908977,"13_24",13,"Day13-Plate4 Algae-Bacteria Growth Experiment","3/29/2018 13:31",567,217.175,38.302,563,189.593,33.669,"24"
"172",578.666666666667,42.9974159430282,"13_8",13,"Day13-Plate1 Algae-Bacteria Growth Experiment","3/29/2018 13:03",615,232.944,37.87,558,207.906,37.281,"8"
"173",578.666666666667,42.9974159430282,"13_8",13,"Day13-Plate3 Algae-Bacteria Growth Experiment","3/29/2018 13:22",628,233.291,37.122,619,247.011,39.926,"8"
"174",578.666666666667,42.9974159430282,"13_8",13,"Day13-Plate4 Algae-Bacteria Growth Experiment","3/29/2018 13:31",493,268.576,54.429,472,254.646,53.976,"8"
"175",96.25,3.70528901256928,"2_10",2,"Day2-Plate1 Algae-Bacteria Growth Experiment","3/18/2018 17:53",95,29.475,30.917,87,36.623,42.257,"10"
"176",96.25,3.70528901256928,"2_10",2,"Day2-Plate3 Algae-Bacteria Growth Experiment","3/18/2018 18:03",106,30.599,28.988,89,29.671,33.296,"10"
"177",96.25,3.70528901256928,"2_10",2,"Day2-Plate4 Algae-Bacteria Growth Experiment","3/18/2018 18:14",88,50.761,57.829,84,47.448,56.786,"10"
"178",96.25,3.70528901256928,"2_10",2,"Day2-Plate4 Algae-Bacteria Growth Experiment","3/18/2018 18:14",96,39.135,40.955,85,33.278,39.254,"10"
"179",101.5,8.5,"2_13",2,"Day2-Plate2 Algae-Bacteria Growth Experiment","3/18/2018 17:43",110,72.279,65.708,85,48.744,57.572,"13"
"180",101.5,8.5,"2_13",2,"Day2-Plate3 Algae-Bacteria Growth Experiment","3/18/2018 18:03",93,37.836,40.49,77,31.681,41.263,"13"
"181",79.3333333333333,5.60753461375357,"2_14",2,"Day2-Plate2 Algae-Bacteria Growth Experiment","3/18/2018 17:43",71,42.511,60.063,72,49.912,69.645,"14"
"182",79.3333333333333,5.60753461375357,"2_14",2,"Day2-Plate3 Algae-Bacteria Growth Experiment","3/18/2018 18:03",90,37.415,41.521,90,32.328,35.876,"14"
"183",79.3333333333333,5.60753461375357,"2_14",2,"Day2-Plate4 Algae-Bacteria Growth Experiment","3/18/2018 18:14",77,33.034,42.901,69,34.645,50.21,"14"
"184",82.6666666666667,6.17341972581738,"2_19",2,"Day2-Plate1 Algae-Bacteria Growth Experiment","3/18/2018 17:53",77,24.758,32.246,65,23.19,35.923,"19"
"185",82.6666666666667,6.17341972581738,"2_19",2,"Day2-Plate2 Algae-Bacteria Growth Experiment","3/18/2018 17:43",76,45.91,60.408,70,39.287,55.946,"19"
"186",82.6666666666667,6.17341972581738,"2_19",2,"Day2-Plate5 Algae-Bacteria Growth Experiment","3/18/2018 18:23",95,41.263,43.485,89,37.359,42.081,"19"
"187",56,2.54950975679639,"2_2",2,"Day2-Plate1 Algae-Bacteria Growth Experiment","3/18/2018 17:53",51,21.263,41.783,45,19.615,43.589,"2"
"188",56,2.54950975679639,"2_2",2,"Day2-Plate2 Algae-Bacteria Growth Experiment","3/18/2018 17:43",52,20.555,39.871,45,16.415,36.298,"2"
"189",56,2.54950975679639,"2_2",2,"Day2-Plate3 Algae-Bacteria Growth Experiment","3/18/2018 18:03",58,31.027,53.701,49,22.587,46.307,"2"
"190",56,2.54950975679639,"2_2",2,"Day2-Plate4 Algae-Bacteria Growth Experiment","3/18/2018 18:14",54,30.232,55.755,51,29.174,57.328,"2"
"191",56,2.54950975679639,"2_2",2,"Day2-Plate5 Algae-Bacteria Growth Experiment","3/18/2018 18:23",65,28.377,43.882,53,28.302,53.852,"2"
"192",94.6666666666667,1.76383420737639,"2_20",2,"Day2-Plate1 Algae-Bacteria Growth Experiment","3/18/2018 17:53",92,34.937,38.021,79,32.78,41.493,"20"
"193",94.6666666666667,1.76383420737639,"2_20",2,"Day2-Plate3 Algae-Bacteria Growth Experiment","3/18/2018 18:03",98,34.402,34.946,94,35.235,37.484,"20"
"194",94.6666666666667,1.76383420737639,"2_20",2,"Day2-Plate5 Algae-Bacteria Growth Experiment","3/18/2018 18:23",94,33.5,35.808,83,27.579,33.272,"20"
"195",85.6666666666667,6.2271805640898,"2_23",2,"Day2-Plate2 Algae-Bacteria Growth Experiment","3/18/2018 17:43",81,44.225,54.674,74,37.643,50.566,"23"
"196",85.6666666666667,6.2271805640898,"2_23",2,"Day2-Plate3 Algae-Bacteria Growth Experiment","3/18/2018 18:03",98,36.919,37.545,99,35.937,36.3,"23"
"197",85.6666666666667,6.2271805640898,"2_23",2,"Day2-Plate5 Algae-Bacteria Growth Experiment","3/18/2018 18:23",78,36.346,46.864,72,31.976,44.274,"23"
"198",64.6666666666667,3.71184290855335,"2_24",2,"Day2-Plate1 Algae-Bacteria Growth Experiment","3/18/2018 17:53",72,36.459,50.637,60,33.011,55.326,"24"
"199",64.6666666666667,3.71184290855335,"2_24",2,"Day2-Plate2 Algae-Bacteria Growth Experiment","3/18/2018 17:43",62,27.947,44.755,57,17.804,31.42,"24"
"200",64.6666666666667,3.71184290855335,"2_24",2,"Day2-Plate4 Algae-Bacteria Growth Experiment","3/18/2018 18:14",60,19.079,31.622,52,16.584,32.167,"24"
"201",93.3333333333333,4.66666666666667,"2_8",2,"Day2-Plate1 Algae-Bacteria Growth Experiment","3/18/2018 17:53",92,28.121,30.419,80,32.288,40.529,"8"
"202",93.3333333333333,4.66666666666667,"2_8",2,"Day2-Plate3 Algae-Bacteria Growth Experiment","3/18/2018 18:03",102,56.127,55.268,84,41.832,49.932,"8"
"203",93.3333333333333,4.66666666666667,"2_8",2,"Day2-Plate4 Algae-Bacteria Growth Experiment","3/18/2018 18:14",86,58.439,67.865,83,55.954,67.505,"8"
"204",278.25,19.4566826566093,"3_10",3,"Day3-Plate1 Algae-Bacteria Growth Experiment","3/19/2018 13:33",332,135.542,40.826,268,108.304,40.429,"10"
"205",278.25,19.4566826566093,"3_10",3,"Day3-Plate3 Algae-Bacteria Growth Experiment","3/19/2018 13:53",273,109.545,40.094,254,101.937,40.168,"10"
"206",278.25,19.4566826566093,"3_10",3,"Day3-Plate4 Algae-Bacteria Growth Experiment","3/19/2018 14:03",239,116.9,49.003,219,110.368,50.448,"10"
"207",278.25,19.4566826566093,"3_10",3,"Day3-Plate4 Algae-Bacteria Growth Experiment","3/19/2018 14:03",269,100.843,37.473,259,101.639,39.293,"10"
"208",234.5,13.5,"3_13",3,"Day3-Plate2 Algae-Bacteria Growth Experiment","3/19/2018 13:43",221,87.516,39.54,191,76.385,39.969,"13"
"209",234.5,13.5,"3_13",3,"Day3-Plate3 Algae-Bacteria Growth Experiment","3/19/2018 13:53",248,106.273,42.833,222,86.886,39.118,"13"
"210",224.666666666667,20.1687326765411,"3_14",3,"Day3-Plate2 Algae-Bacteria Growth Experiment","3/19/2018 13:43",204,68.899,33.793,195,62.372,32.04,"14"
"211",224.666666666667,20.1687326765411,"3_14",3,"Day3-Plate3 Algae-Bacteria Growth Experiment","3/19/2018 13:53",265,109.746,41.414,254,103.739,40.771,"14"
"212",224.666666666667,20.1687326765411,"3_14",3,"Day3-Plate4 Algae-Bacteria Growth Experiment","3/19/2018 14:03",205,98.838,48.136,216,103.791,47.977,"14"
"213",251.666666666667,20.9947083279996,"3_19",3,"Day3-Plate1 Algae-Bacteria Growth Experiment","3/19/2018 13:33",277,93.821,33.898,230,76.847,33.444,"19"
"214",251.666666666667,20.9947083279996,"3_19",3,"Day3-Plate2 Algae-Bacteria Growth Experiment","3/19/2018 13:43",210,112.208,53.545,188,93.997,50.087,"19"
"215",251.666666666667,20.9947083279996,"3_19",3,"Day3-Plate5 Algae-Bacteria Growth Experiment","3/19/2018 14:13",268,113.722,42.434,260,102.692,39.463,"19"
"216",188.6,9.6052069212485,"3_2",3,"Day3-Plate1 Algae-Bacteria Growth Experiment","3/19/2018 13:33",208,83.126,39.986,179,72.978,40.745,"2"
"217",188.6,9.6052069212485,"3_2",3,"Day3-Plate2 Algae-Bacteria Growth Experiment","3/19/2018 13:43",155,85.342,54.98,146,82.382,56.297,"2"
"218",188.6,9.6052069212485,"3_2",3,"Day3-Plate3 Algae-Bacteria Growth Experiment","3/19/2018 13:53",183,106.902,58.452,168,94.082,56.113,"2"
"219",188.6,9.6052069212485,"3_2",3,"Day3-Plate4 Algae-Bacteria Growth Experiment","3/19/2018 14:03",191,85.664,44.85,181,77.796,42.902,"2"
"220",188.6,9.6052069212485,"3_2",3,"Day3-Plate5 Algae-Bacteria Growth Experiment","3/19/2018 14:13",206,83.948,40.795,200,83.23,41.546,"2"
"221",290,20.5507501890645,"3_20",3,"Day3-Plate1 Algae-Bacteria Growth Experiment","3/19/2018 13:33",331,138.395,41.853,264,106.437,40.249,"20"
"222",290,20.5507501890645,"3_20",3,"Day3-Plate3 Algae-Bacteria Growth Experiment","3/19/2018 13:53",272,115.969,42.636,264,94.537,35.779,"20"
"223",290,20.5507501890645,"3_20",3,"Day3-Plate5 Algae-Bacteria Growth Experiment","3/19/2018 14:13",267,117.57,44.107,254,103.755,40.866,"20"
"224",265.666666666667,6.76592771006148,"3_23",3,"Day3-Plate2 Algae-Bacteria Growth Experiment","3/19/2018 13:43",257,88.012,34.261,227,78.709,34.657,"23"
"225",265.666666666667,6.76592771006148,"3_23",3,"Day3-Plate3 Algae-Bacteria Growth Experiment","3/19/2018 13:53",279,114.31,41.02,264,101.584,38.527,"23"
"226",265.666666666667,6.76592771006148,"3_23",3,"Day3-Plate5 Algae-Bacteria Growth Experiment","3/19/2018 14:13",261,109.716,41.965,252,92.165,36.541,"23"
"227",228.666666666667,25.1683222413502,"3_24",3,"Day3-Plate1 Algae-Bacteria Growth Experiment","3/19/2018 13:33",279,142.15,50.95,242,123.798,51.227,"24"
"228",228.666666666667,25.1683222413502,"3_24",3,"Day3-Plate2 Algae-Bacteria Growth Experiment","3/19/2018 13:43",204,66.165,32.452,185,61.366,33.171,"24"
"229",228.666666666667,25.1683222413502,"3_24",3,"Day3-Plate4 Algae-Bacteria Growth Experiment","3/19/2018 14:03",203,78.6,38.677,200,75.394,37.613,"24"
"230",255.666666666667,24.6666666666667,"3_8",3,"Day3-Plate1 Algae-Bacteria Growth Experiment","3/19/2018 13:33",287,94.739,33.01,233,76.943,32.976,"8"
"231",255.666666666667,24.6666666666667,"3_8",3,"Day3-Plate3 Algae-Bacteria Growth Experiment","3/19/2018 13:53",273,101.118,37.07,243,83.917,34.534,"8"
"232",255.666666666667,24.6666666666667,"3_8",3,"Day3-Plate4 Algae-Bacteria Growth Experiment","3/19/2018 14:03",207,109.296,52.687,215,109.328,50.798,"8"
"233",396.5,18.5898717944297,"4_10",4,"Day4-Plate1 Algae-Bacteria Growth Experiment","3/20/2018 14:09",444,192.272,43.315,362,155.172,42.865,"10"
"234",396.5,18.5898717944297,"4_10",4,"Day4-Plate3 Algae-Bacteria Growth Experiment","3/20/2018 14:30",388,154.039,39.712,374,136.988,36.617,"10"
"235",396.5,18.5898717944297,"4_10",4,"Day4-Plate4 Algae-Bacteria Growth Experiment","3/20/2018 14:40",354,180.917,51.123,330,171.792,52.076,"10"
"236",396.5,18.5898717944297,"4_10",4,"Day4-Plate4 Algae-Bacteria Growth Experiment","3/20/2018 14:40",400,157.904,39.454,388,147.558,37.987,"10"
"237",358.5,11.5,"4_13",4,"Day4-Plate2 Algae-Bacteria Growth Experiment","3/20/2018 14:21",347,149.824,43.149,302,128.358,42.565,"13"
"238",358.5,11.5,"4_13",4,"Day4-Plate3 Algae-Bacteria Growth Experiment","3/20/2018 14:30",370,142.858,38.645,336,143.818,42.746,"13"
"239",320.333333333333,7.66666666666667,"4_14",4,"Day4-Plate2 Algae-Bacteria Growth Experiment","3/20/2018 14:21",305,118.619,38.906,287,103.961,36.252,"14"
"240",320.333333333333,7.66666666666667,"4_14",4,"Day4-Plate3 Algae-Bacteria Growth Experiment","3/20/2018 14:30",328,133.699,40.79,332,129.218,38.895,"14"
"241",320.333333333333,7.66666666666667,"4_14",4,"Day4-Plate4 Algae-Bacteria Growth Experiment","3/20/2018 14:40",328,151.997,46.293,333,162.697,48.842,"14"
"242",363.333333333333,18.3151424904215,"4_19",4,"Day4-Plate1 Algae-Bacteria Growth Experiment","3/20/2018 14:09",334,105.708,31.681,298,101.652,34.137,"19"
"243",363.333333333333,18.3151424904215,"4_19",4,"Day4-Plate2 Algae-Bacteria Growth Experiment","3/20/2018 14:21",359,175.849,48.983,326,162.313,49.772,"19"
"244",363.333333333333,18.3151424904215,"4_19",4,"Day4-Plate5 Algae-Bacteria Growth Experiment","3/20/2018 14:49",397,147.52,37.169,389,138.548,35.637,"19"
"245",315.2,10.1311401135312,"4_2",4,"Day4-Plate1 Algae-Bacteria Growth Experiment","3/20/2018 14:09",322,129.307,40.102,280,104.517,37.372,"2"
"246",315.2,10.1311401135312,"4_2",4,"Day4-Plate2 Algae-Bacteria Growth Experiment","3/20/2018 14:21",282,124.861,44.312,265,114.219,43.156,"2"
"247",315.2,10.1311401135312,"4_2",4,"Day4-Plate3 Algae-Bacteria Growth Experiment","3/20/2018 14:30",320,170.45,53.284,309,172.563,55.785,"2"
"248",315.2,10.1311401135312,"4_2",4,"Day4-Plate4 Algae-Bacteria Growth Experiment","3/20/2018 14:40",308,140.693,45.647,304,141.294,46.461,"2"
"249",315.2,10.1311401135312,"4_2",4,"Day4-Plate5 Algae-Bacteria Growth Experiment","3/20/2018 14:49",344,119.684,34.826,316,114.131,36.143,"2"
"250",404,17.5594229214212,"4_20",4,"Day4-Plate1 Algae-Bacteria Growth Experiment","3/20/2018 14:09",439,162.088,36.931,363,129.125,35.561,"20"
"251",404,17.5594229214212,"4_20",4,"Day4-Plate3 Algae-Bacteria Growth Experiment","3/20/2018 14:30",384,152.564,39.765,372,153.447,41.212,"20"
"252",404,17.5594229214212,"4_20",4,"Day4-Plate5 Algae-Bacteria Growth Experiment","3/20/2018 14:49",389,164.583,42.358,351,149.603,42.622,"20"
"253",383,10.4403065089106,"4_23",4,"Day4-Plate2 Algae-Bacteria Growth Experiment","3/20/2018 14:21",364,142.818,39.272,334,122.746,36.799,"23"
"254",383,10.4403065089106,"4_23",4,"Day4-Plate3 Algae-Bacteria Growth Experiment","3/20/2018 14:30",385,148.909,38.711,373,146.527,39.319,"23"
"255",383,10.4403065089106,"4_23",4,"Day4-Plate5 Algae-Bacteria Growth Experiment","3/20/2018 14:49",400,159.307,39.816,387,153.873,39.738,"23"
"256",325.333333333333,11.6237305161085,"4_24",4,"Day4-Plate1 Algae-Bacteria Growth Experiment","3/20/2018 14:09",344,166.345,48.372,296,136.506,46.117,"24"
"257",325.333333333333,11.6237305161085,"4_24",4,"Day4-Plate2 Algae-Bacteria Growth Experiment","3/20/2018 14:21",304,108.098,35.585,256,90.811,35.442,"24"
"258",325.333333333333,11.6237305161085,"4_24",4,"Day4-Plate4 Algae-Bacteria Growth Experiment","3/20/2018 14:40",328,123.846,37.719,306,117.292,38.331,"24"
"259",357.333333333333,13.9084306966834,"4_8",4,"Day4-Plate1 Algae-Bacteria Growth Experiment","3/20/2018 14:09",385,139.335,36.212,346,105.319,30.468,"8"
"260",357.333333333333,13.9084306966834,"4_8",4,"Day4-Plate3 Algae-Bacteria Growth Experiment","3/20/2018 14:30",346,129.48,37.458,356,117.241,32.892,"8"
"261",357.333333333333,13.9084306966834,"4_8",4,"Day4-Plate4 Algae-Bacteria Growth Experiment","3/20/2018 14:40",341,174.262,51.17,333,177.844,53.46,"8"
"262",461.5,31.6899037549816,"5_10",5,"Day5-Plate1 Algae-Bacteria Growth Experiment","3/21/2018 13:11",505,207.625,41.15,408,174.801,42.808,"10"
"263",461.5,31.6899037549816,"5_10",5,"Day5-Plate3 Algae-Bacteria Growth Experiment","3/21/2018 13:30",517,192.996,37.322,477,166.061,34.781,"10"
"264",461.5,31.6899037549816,"5_10",5,"Day5-Plate4 Algae-Bacteria Growth Experiment","3/21/2018 13:39",379,181.597,47.957,349,177.116,50.782,"10"
"265",461.5,31.6899037549816,"5_10",5,"Day5-Plate4 Algae-Bacteria Growth Experiment","3/21/2018 13:39",445,178.621,40.17,431,171.782,39.836,"10"
"266",391,31,"5_13",5,"Day5-Plate2 Algae-Bacteria Growth Experiment","3/21/2018 13:20",360,156.409,43.407,321,144.749,45.078,"13"
"267",391,31,"5_13",5,"Day5-Plate3 Algae-Bacteria Growth Experiment","3/21/2018 13:30",422,164.942,39.117,382,140.915,36.889,"13"
"268",367.666666666667,15.3875851834451,"5_14",5,"Day5-Plate2 Algae-Bacteria Growth Experiment","3/21/2018 13:20",348,130.25,37.404,315,110.592,35.084,"14"
"269",367.666666666667,15.3875851834451,"5_14",5,"Day5-Plate3 Algae-Bacteria Growth Experiment","3/21/2018 13:30",398,172.552,43.391,368,148.486,40.362,"14"
"270",367.666666666667,15.3875851834451,"5_14",5,"Day5-Plate4 Algae-Bacteria Growth Experiment","3/21/2018 13:39",357,161.639,45.235,344,152.288,44.327,"14"
"271",381,38.0394532032205,"5_19",5,"Day5-Plate1 Algae-Bacteria Growth Experiment","3/21/2018 13:11",346,126.763,36.637,310,106.442,34.324,"19"
"272",381,38.0394532032205,"5_19",5,"Day5-Plate2 Algae-Bacteria Growth Experiment","3/21/2018 13:20",340,178.239,52.372,305,166.408,54.6,"19"
"273",381,38.0394532032205,"5_19",5,"Day5-Plate5 Algae-Bacteria Growth Experiment","3/21/2018 13:49",457,160.316,35.089,442,164.116,37.121,"19"
"274",380.8,27.7243575218615,"5_2",5,"Day5-Plate1 Algae-Bacteria Growth Experiment","3/21/2018 13:11",406,134.938,33.227,348,110.266,31.716,"2"
"275",380.8,27.7243575218615,"5_2",5,"Day5-Plate2 Algae-Bacteria Growth Experiment","3/21/2018 13:20",305,138.568,45.382,294,138.463,47.114,"2"
"276",380.8,27.7243575218615,"5_2",5,"Day5-Plate3 Algae-Bacteria Growth Experiment","3/21/2018 13:30",415,221.952,53.54,395,206.309,52.201,"2"
"277",380.8,27.7243575218615,"5_2",5,"Day5-Plate4 Algae-Bacteria Growth Experiment","3/21/2018 13:39",327,149.748,45.81,332,142.031,42.78,"2"
"278",380.8,27.7243575218615,"5_2",5,"Day5-Plate5 Algae-Bacteria Growth Experiment","3/21/2018 13:49",451,171.111,37.94,422,158.13,37.511,"2"
"279",512,17.3493515728975,"5_20",5,"Day5-Plate1 Algae-Bacteria Growth Experiment","3/21/2018 13:11",541,182.953,33.825,452,152.077,33.637,"20"
"280",512,17.3493515728975,"5_20",5,"Day5-Plate3 Algae-Bacteria Growth Experiment","3/21/2018 13:30",481,185.287,38.512,446,177.64,39.82,"20"
"281",512,17.3493515728975,"5_20",5,"Day5-Plate5 Algae-Bacteria Growth Experiment","3/21/2018 13:49",514,227.429,44.237,484,199.557,41.212,"20"
"282",485.333333333333,28.5909853702954,"5_23",5,"Day5-Plate2 Algae-Bacteria Growth Experiment","3/21/2018 13:20",435,151.896,34.892,401,150.196,37.414,"23"
"283",485.333333333333,28.5909853702954,"5_23",5,"Day5-Plate3 Algae-Bacteria Growth Experiment","3/21/2018 13:30",487,191.122,39.263,458,173.411,37.835,"23"
"284",485.333333333333,28.5909853702954,"5_23",5,"Day5-Plate5 Algae-Bacteria Growth Experiment","3/21/2018 13:49",534,206.366,38.677,495,184.242,37.237,"23"
"285",287,13.0511813003013,"5_24",5,"Day5-Plate1 Algae-Bacteria Growth Experiment","3/21/2018 13:11",306,137.776,45.058,267,126.089,47.166,"24"
"286",287,13.0511813003013,"5_24",5,"Day5-Plate2 Algae-Bacteria Growth Experiment","3/21/2018 13:20",262,110.025,42.03,247,95.658,38.745,"24"
"287",287,13.0511813003013,"5_24",5,"Day5-Plate4 Algae-Bacteria Growth Experiment","3/21/2018 13:39",293,113.35,38.686,290,108.852,37.578,"24"
"288",416.333333333333,31.0608721348545,"5_8",5,"Day5-Plate1 Algae-Bacteria Growth Experiment","3/21/2018 13:11",464,123.199,26.558,391,122.361,31.312,"8"
"289",416.333333333333,31.0608721348545,"5_8",5,"Day5-Plate3 Algae-Bacteria Growth Experiment","3/21/2018 13:30",427,160.043,37.471,397,137.852,34.753,"8"
"290",416.333333333333,31.0608721348545,"5_8",5,"Day5-Plate4 Algae-Bacteria Growth Experiment","3/21/2018 13:39",358,200.217,55.961,354,193.232,54.637,"8"
"291",496.5,36.2962348827901,"6_10",6,"Day6-Plate1 Algae-Bacteria Growth Experiment","3/22/2018 12:30",576,246.089,42.724,472,199.974,42.377,"10"
"292",496.5,36.2962348827901,"6_10",6,"Day6-Plate3 Algae-Bacteria Growth Experiment","3/22/2018 12:55",501,187.276,37.389,475,190.522,40.129,"10"
"293",496.5,36.2962348827901,"6_10",6,"Day6-Plate4 Algae-Bacteria Growth Experiment","3/22/2018 13:04",400,212.954,53.179,350,168.088,48.025,"10"
"294",496.5,36.2962348827901,"6_10",6,"Day6-Plate4 Algae-Bacteria Growth Experiment","3/22/2018 13:04",509,208.144,40.902,531,218.195,41.091,"10"
"295",453,16,"6_13",6,"Day6-Plate2 Algae-Bacteria Growth Experiment","3/22/2018 12:45",437,182.791,41.797,377,176.208,46.698,"13"
"296",453,16,"6_13",6,"Day6-Plate3 Algae-Bacteria Growth Experiment","3/22/2018 12:55",469,186.603,39.797,452,174.865,38.649,"13"
"297",394,15.3079500042734,"6_14",6,"Day6-Plate2 Algae-Bacteria Growth Experiment","3/22/2018 12:45",371,143.532,38.676,366,145.184,39.62,"14"
"298",394,15.3079500042734,"6_14",6,"Day6-Plate3 Algae-Bacteria Growth Experiment","3/22/2018 12:55",423,187.515,44.306,413,177.501,42.944,"14"
"299",394,15.3079500042734,"6_14",6,"Day6-Plate4 Algae-Bacteria Growth Experiment","3/22/2018 13:04",388,189.323,48.851,385,183.875,47.801,"14"
"300",433,29.280255007997,"6_19",6,"Day6-Plate1 Algae-Bacteria Growth Experiment","3/22/2018 12:30",455,165.257,36.303,389,144.553,37.139,"19"
"301",433,29.280255007997,"6_19",6,"Day6-Plate2 Algae-Bacteria Growth Experiment","3/22/2018 12:45",375,192.844,51.44,343,178.976,52.23,"19"
"302",433,29.280255007997,"6_19",6,"Day6-Plate5 Algae-Bacteria Growth Experiment","3/22/2018 13:14",469,185.223,39.512,460,182.851,39.769,"19"
"303",431,22.9194240765339,"6_2",6,"Day6-Plate1 Algae-Bacteria Growth Experiment","3/22/2018 12:30",480,186.879,38.906,403,159.662,39.586,"2"
"304",431,22.9194240765339,"6_2",6,"Day6-Plate2 Algae-Bacteria Growth Experiment","3/22/2018 12:45",362,170.078,47.026,351,175.618,50.049,"2"
"305",431,22.9194240765339,"6_2",6,"Day6-Plate3 Algae-Bacteria Growth Experiment","3/22/2018 12:55",423,221.291,52.273,437,229.144,52.489,"2"
"306",431,22.9194240765339,"6_2",6,"Day6-Plate4 Algae-Bacteria Growth Experiment","3/22/2018 13:04",407,181.76,44.671,398,171.218,42.984,"2"
"307",431,22.9194240765339,"6_2",6,"Day6-Plate5 Algae-Bacteria Growth Experiment","3/22/2018 13:14",483,182.291,37.759,460,173.514,37.693,"2"
"308",523,25.2388589282479,"6_20",6,"Day6-Plate1 Algae-Bacteria Growth Experiment","3/22/2018 12:30",564,200.804,35.632,461,149.164,32.333,"20"
"309",523,25.2388589282479,"6_20",6,"Day6-Plate3 Algae-Bacteria Growth Experiment","3/22/2018 12:55",477,179.144,37.53,465,173.575,37.328,"20"
"310",523,25.2388589282479,"6_20",6,"Day6-Plate5 Algae-Bacteria Growth Experiment","3/22/2018 13:14",528,231.077,43.755,504,223.711,44.368,"20"
"311",474.333333333333,34.0310315904633,"6_23",6,"Day6-Plate2 Algae-Bacteria Growth Experiment","3/22/2018 12:45",420,163.381,38.921,414,150.814,36.429,"23"
"312",474.333333333333,34.0310315904633,"6_23",6,"Day6-Plate3 Algae-Bacteria Growth Experiment","3/22/2018 12:55",466,182.529,39.151,443,179.714,40.537,"23"
"313",474.333333333333,34.0310315904633,"6_23",6,"Day6-Plate5 Algae-Bacteria Growth Experiment","3/22/2018 13:14",537,196.639,36.641,518,194.924,37.646,"23"
"314",360.666666666667,28.9616604803277,"6_24",6,"Day6-Plate1 Algae-Bacteria Growth Experiment","3/22/2018 12:30",413,188.881,45.758,332,146.658,44.204,"24"
"315",360.666666666667,28.9616604803277,"6_24",6,"Day6-Plate2 Algae-Bacteria Growth Experiment","3/22/2018 12:45",313,117.561,37.586,286,97.842,34.264,"24"
"316",360.666666666667,28.9616604803277,"6_24",6,"Day6-Plate4 Algae-Bacteria Growth Experiment","3/22/2018 13:04",356,147.799,41.542,344,142.374,41.401,"24"
